meeting,date,flag,flag_note,flag_source,intervention_id,speaker,speaker_clean,time,time_start,time_end,time_delta,tape,side,note,orig_lang,text,text_english
5,1/10/1989,missing,transcription,"P, B",445,,Jean Godeaux,1374 - 1567 ,1374,1567,48.3,,,time inferred,,,
5,1/10/1989,missing,transcription,"P, B",446,,Maurice F. Doyle,1374 - 1567 ,1374,1567,48.3,,,time inferred,,,
5,1/10/1989,missing,transcription,"P, B",447,,Demetrios Chalikias,1374 - 1567 ,1374,1567,48.3,,,time inferred,,,
5,1/10/1989,missing,transcription,"P, B",448,,Jaques Delors,1374 - 1567 ,1374,1567,48.3,,,time inferred,,,
5,1/10/1989,OK,,"T, P, B",449,Herrn K.-O. Pöhl,Karl Otto Pöhl,1568 - 1686,1568,1686,118,,,,EN,"I wonder whether we have time for a second round of discussions, but I appreciate the discussion today because it really brings us to the concrete problems and to the set of proposals which we have to make. I want to limit myself only to a few remarks in response to what has been said around the table. Firstly, Mr. Thygesen, you referred to proposals on the
European Central Bank which you said I have made - I don't know to which proposals you are referring to, but I don't think we should discuss that today, this is a different chapter, we will discuss that next time I understand when we talk about the character of an ESCB. That was a misunderstanding what you said, that is not my view that the institution should only consist of the Board of Governors and that the Executive Board should have nothing to say. On the contrary, I think an ESCB should be constructed in my view very similarly to, let us say, the American system more than the German system. I would not advocate the German system as a model for many reasons which we can discuss when we come to that point. I am not convinced, frankly speaking, that the German system is the most optimal system, I think that the American system is much better than ours. But this is a different story and we will have to discuss that on a different occasion.

The point I want to emphasise and where I want to take a very different view from what has been said by some colleagues here around the table is the following. M. Rubio, Lamfalussy and others have made the same point: major institutional changes are necessary to take a step forward. I think that is a great misunderstanding if I may say that with all respect. I don't think we need major institutional changes, for instance, in order to avoid a crisis in the EMS if it would happen. We don't need a Reserve Fund, for instance, which wouldn't help to get a crisis under control. You said there is a crisis and therefore we need institutional changes - maybe I misunderstood you. What I think is really necessary to make progress towards a monetary union are, in the first place, decisions which can be taken on a national level today within the given legal framework. That is first of all, and I repeat what I have said many times before, but we have to say that in our Report very clearly in my view. Firstly, that the EMS has to be completed and all members states of the member countries of the EMS should join the EMS and fulfil the rules of the EMS and that goes of course for Britain and countries like Spain, which doesn't need any institutional change because we have the institution, we have the EMS, we have the rules and we have the Treaty on the EMS, it needs only a decision on the national level - in Italy you have to reduce the band, etc. That would be a major step forward towards a monetary union, a very substantial step, much more than any institutional change which we can envisage within the next two years.

The second thing has already been decided and that is the liberalisation which is a very very major step in the direction of a monetary union. It has been decided and it has to be implemented. Maybe that was a little undervalued in the public and in the markets and maybe we should emphasise this in our Reports.

The most important thing is that we should aim for, you called it a set of rules and I think that maybe we should call it a set of principles or a set of rules, but what is meant is that we are aiming for more convergence in economic performance. If we would recommend to the Council that all member states of the Community would commit themselves to a policy which would lead to inflation rates, let us say below 3% as an example, and to reduce their budget deficit to levels, let us say below 3% of GDP, very concrete steps which wouldn't need any institutional change but would be a very very major and substantial step in the direction of a monetary and economic union. These are the kind of recommendations we should not forget
in our Report. They are included, but I am of the opinion that we should make them much clearer, because we have to avoid the illusion that some institutional changes would bring about the kind of substantial improvements which we really need.

There is one point which I miss in our proposals and which I think we have to include. Talking about the first step I think we have to mention at some occasion that as long as divergences exist to the extent that we have them, realignments and changes in exchange rates have to be a legitimate instrument for the adjustment process. What was said about the imbalances in the EMS and the economies of the EEC, trade balances, current accounts, etc., it is of course absolutely obvious that there are these imbalances but we should not give the impression and fuel the illusion that by having more access to short-term financing, liquidity, reserve funds,
credit facilities, etc. that that would lead to less imbalances. On the contrary, the more we rely on intervention the less constraint there is to reduce the imbalances. As a last resort, of course, exchange rate changes should not be excluded as long as these imbalances exist, because otherwise all the pressures will be in other areas - wages, interest rates, etc. I think we should include one little paragraph on that problem.

One or two other points of lesser importance. What has been said about the strengthening of central banks' independence by Mr. Boyer, that is of course a very welcome suggestion, but I wonder whether we could ask our respective governments to strengthen our own positions. I want to be very frank in that respect, it is not applicable to those central banks which have a certain dependence to their governments and finance ministries, it goes also for myself because I am not as independent as people think I am. I am very dependent on the decisions of 18 people, my Council. This makes it very difficult, if not impossible, Carlo, to agree to any kind of ex ante co-ordination, because legally I am maybe less able than others around this table to make any ex ante commitments as far as interest rates and exchange rates are concerned, because I cannot even decide on buying a stamp for a letter without the approval of the central bank Council - being very extreme. That is the legal position, fortunately it is different in practice otherwise I wouldn't be here. Legally and in a paper like this I couldn't agree to say that we have to aim for more ex ante co-ordination. Necessary as it is and in practice we have done it of course, I have announced to you interest rate changes in advance very often and it was made public even, not from here, but from others before it was decided. This was just a little footnote I wanted to make.

As far as co-ordination of monetary policy is concerned, that indeed is the main factor and the main thing we should aim for. The legal preconditions are already there if you read what has been said in 1964 in the Council Resolution which has lead to the establishment of the Council of Central Bank Governors, practically everything is said of what we are proposing. There is not really very much we can add and if you read the statutes of our group, of the Council of Central Bank Governors, you will recognise that we are already today enabled to give recommendations and to tell all the things we are stipulating here. But maybe, nevertheless, it would be a good thing to ask the Council to repeat and confirm that and to be a little more detailed and give a little more strength to this group of central banks and to authorise, so to say, the Central Bank Governors to make this kind of recommendation and maybe to upgrade our Committee also by, for instance, giving the Chairman a little more profile, increasing the research capacities, as Mr. Leigh-Pemberton suggested, increasing the staff, etc. If we would go further and envisage what you call the limited step, we would immediately approach ail the problems which we have to solve - fortunately not we but the governments and Parliaments have to solve when they start to negotiate a Treaty. You said that as a limited step, could you agree if this Reserve Fund would be independent, etc. But this causes a lot of problems, the independence of such a fund causes all the problems we have with a Treaty, so I don't think we should envisage two institutional steps. It is good enough and it is great progress, so to say, if we come out with a recommendation to the Council saying that we as a group recommend starting negotiations in the appropriate bodies, in the competent bodies, on a Treaty for, for instance, the statutes of an ESCB and the European economic and monetary union. But it is absolutely unrealistic to think that we could
do a little, as you call it limited step within two years which includes this kind of question, it is inconceivable and very unrealistic in most countries.","I wonder whether we have time for a second round of discussions, but I appreciate the discussion today because it really brings us to the concrete problems and to the set of proposals which we have to make. I want to limit myself only to a few remarks in response to what has been said around the table. Firstly, Mr. Thygesen, you referred to proposals on the
European Central Bank which you said I have made - I don't know to which proposals you are referring to, but I don't think we should discuss that today, this is a different chapter, we will discuss that next time I understand when we talk about the character of an ESCB. That was a misunderstanding what you said, that is not my view that the institution should only consist of the Board of Governors and that the Executive Board should have nothing to say. On the contrary, I think an ESCB should be constructed in my view very similarly to, let us say, the American system more than the German system. I would not advocate the German system as a model for many reasons which we can discuss when we come to that point. I am not convinced, frankly speaking, that the German system is the most optimal system, I think that the American system is much better than ours. But this is a different story and we will have to discuss that on a different occasion.

The point I want to emphasise and where I want to take a very different view from what has been said by some colleagues here around the table is the following. M. Rubio, Lamfalussy and others have made the same point: major institutional changes are necessary to take a step forward. I think that is a great misunderstanding if I may say that with all respect. I don't think we need major institutional changes, for instance, in order to avoid a crisis in the EMS if it would happen. We don't need a Reserve Fund, for instance, which wouldn't help to get a crisis under control. You said there is a crisis and therefore we need institutional changes - maybe I misunderstood you. What I think is really necessary to make progress towards a monetary union are, in the first place, decisions which can be taken on a national level today within the given legal framework. That is first of all, and I repeat what I have said many times before, but we have to say that in our Report very clearly in my view. Firstly, that the EMS has to be completed and all members states of the member countries of the EMS should join the EMS and fulfil the rules of the EMS and that goes of course for Britain and countries like Spain, which doesn't need any institutional change because we have the institution, we have the EMS, we have the rules and we have the Treaty on the EMS, it needs only a decision on the national level - in Italy you have to reduce the band, etc. That would be a major step forward towards a monetary union, a very substantial step, much more than any institutional change which we can envisage within the next two years.

The second thing has already been decided and that is the liberalisation which is a very very major step in the direction of a monetary union. It has been decided and it has to be implemented. Maybe that was a little undervalued in the public and in the markets and maybe we should emphasise this in our Reports.

The most important thing is that we should aim for, you called it a set of rules and I think that maybe we should call it a set of principles or a set of rules, but what is meant is that we are aiming for more convergence in economic performance. If we would recommend to the Council that all member states of the Community would commit themselves to a policy which would lead to inflation rates, let us say below 3% as an example, and to reduce their budget deficit to levels, let us say below 3% of GDP, very concrete steps which wouldn't need any institutional change but would be a very very major and substantial step in the direction of a monetary and economic union. These are the kind of recommendations we should not forget
in our Report. They are included, but I am of the opinion that we should make them much clearer, because we have to avoid the illusion that some institutional changes would bring about the kind of substantial improvements which we really need.

There is one point which I miss in our proposals and which I think we have to include. Talking about the first step I think we have to mention at some occasion that as long as divergences exist to the extent that we have them, realignments and changes in exchange rates have to be a legitimate instrument for the adjustment process. What was said about the imbalances in the EMS and the economies of the EEC, trade balances, current accounts, etc., it is of course absolutely obvious that there are these imbalances but we should not give the impression and fuel the illusion that by having more access to short-term financing, liquidity, reserve funds,
credit facilities, etc. that that would lead to less imbalances. On the contrary, the more we rely on intervention the less constraint there is to reduce the imbalances. As a last resort, of course, exchange rate changes should not be excluded as long as these imbalances exist, because otherwise all the pressures will be in other areas - wages, interest rates, etc. I think we should include one little paragraph on that problem.

One or two other points of lesser importance. What has been said about the strengthening of central banks' independence by Mr. Boyer, that is of course a very welcome suggestion, but I wonder whether we could ask our respective governments to strengthen our own positions. I want to be very frank in that respect, it is not applicable to those central banks which have a certain dependence to their governments and finance ministries, it goes also for myself because I am not as independent as people think I am. I am very dependent on the decisions of 18 people, my Council. This makes it very difficult, if not impossible, Carlo, to agree to any kind of ex ante co-ordination, because legally I am maybe less able than others around this table to make any ex ante commitments as far as interest rates and exchange rates are concerned, because I cannot even decide on buying a stamp for a letter without the approval of the central bank Council - being very extreme. That is the legal position, fortunately it is different in practice otherwise I wouldn't be here. Legally and in a paper like this I couldn't agree to say that we have to aim for more ex ante co-ordination. Necessary as it is and in practice we have done it of course, I have announced to you interest rate changes in advance very often and it was made public even, not from here, but from others before it was decided. This was just a little footnote I wanted to make.

As far as co-ordination of monetary policy is concerned, that indeed is the main factor and the main thing we should aim for. The legal preconditions are already there if you read what has been said in 1964 in the Council Resolution which has lead to the establishment of the Council of Central Bank Governors, practically everything is said of what we are proposing. There is not really very much we can add and if you read the statutes of our group, of the Council of Central Bank Governors, you will recognise that we are already today enabled to give recommendations and to tell all the things we are stipulating here. But maybe, nevertheless, it would be a good thing to ask the Council to repeat and confirm that and to be a little more detailed and give a little more strength to this group of central banks and to authorise, so to say, the Central Bank Governors to make this kind of recommendation and maybe to upgrade our Committee also by, for instance, giving the Chairman a little more profile, increasing the research capacities, as Mr. Leigh-Pemberton suggested, increasing the staff, etc. If we would go further and envisage what you call the limited step, we would immediately approach ail the problems which we have to solve - fortunately not we but the governments and Parliaments have to solve when they start to negotiate a Treaty. You said that as a limited step, could you agree if this Reserve Fund would be independent, etc. But this causes a lot of problems, the independence of such a fund causes all the problems we have with a Treaty, so I don't think we should envisage two institutional steps. It is good enough and it is great progress, so to say, if we come out with a recommendation to the Council saying that we as a group recommend starting negotiations in the appropriate bodies, in the competent bodies, on a Treaty for, for instance, the statutes of an ESCB and the European economic and monetary union. But it is absolutely unrealistic to think that we could
do a little, as you call it limited step within two years which includes this kind of question, it is inconceivable and very unrealistic in most countries."
5,1/10/1989,missing,transcription,"P, B",450,,Jacques de Larosière,1687 - 1797 ,1687,1797,55,,,time inferred,,,
5,1/10/1989,missing,transcription,"P, B",451,,Mariano Rubio,1687 - 1797 ,1687,1797,55,,,time inferred,,,
5,1/10/1989,OK,,"T, P, B",452,The Chairman,Jaques Delors,1798 - 1846,1798,1846,48,,,,EN,"Before adjourning the meeting I would like to suggest something and I hope that this will help us move forward. I will submit two questions to you and I will express them as clearly as possible. Two questions which I would like to submit to you as clearly as possible and as frankly as possible. My first question, as Governor Doyle said, there are not only two possible solutions that can be envisaged, there are many such approaches. Let me take an example - no, it is not an example, a decision is required here. For the time being the Report proposes to the European Council to decide as soon as it is able to do this that a Treaty be drafted on economic and monetary union, just as the European Council of Milan in 1985 decided to amend the Treaty of Rome as to the modalities covering decisions and as to the objectives of the Treaty. I can assure you that had that decision not been reached we would not be moving so quickly in the direction of the implementation of the single European market, not to mention the other two objectives. Where this proposal will be in front of the Council it may be very possible for one or the other Head of Government to say I don't want a Treaty, that is why Governor Doyle says that there are many different approaches that can be envisaged. But, and this afternoon we want confirmation before we draft, as soon as the European Council has the proposal for it, we assume it will decide that a Treaty will have to be drafted. Then the Council will say six months were necessary to arrive at the Single European Act which is very complicated, here it is simpler and all we need is an intergovernmental conference which will prepare this Treaty, which will complement the Treaty of Rome. Those who want a Treaty fall into two parties, there are two schools of thought so to speak, there are those who say that once the Heads of Government have politically undertaken to bring about economic and monetary union, you don't need a first step which will be tantamount to a qualitative leap to be very frank, you can take the first step of Scenario A since you know that the governments have politically undertaken to bring about economic and monetary union. Then there is the other school of thought, people who are a little more suspicious in their minds, people who will say yes alright but right from the start one ought to have this qualitative leap to use Governor Ciampi's words. This first step, therefore, would imply legislative procedures, either after a statement issued by the European Council, each government would include in its national legislation what is necessary in order to make this first step possible. For instance, harmonisation of the statutes of central banks, plus, if we follow Governor de Larosière's suggestion, the setting-up of this Fund or the second’ solution, there is an intergovernmental agreement which is then submitted for ratification to parliament. But in either case the national parliaments will have a word to say. On the first hypothesis one would make a first step with domestic legislative changes, but this would really mean that you would have to go to your national parliaments twice, once for this first step, and secondly, you would have to get your parliament to ratify the Treaty. I will put the question as bluntly as I can and I am not going to say that you are going to sleep over this, but you are going to eat over this and while you are
eating you will think about this whole thing hopefully, so that after lunch we shall be able to come up with a decision. Do we propose a Treaty? Do we then identify a first stage which will satisfy everybody or not, bearing in mind what I have just said? The undertaking to finalise a Treaty with a deadline by when the Treaty will have to be ready and a deadline by when the European Council would have to approve this Treaty, this is what I did about 1992, I think this gives one serious guarantees, a priori at least as I see it now, but perhaps there are a few arguments which escape me. If we agreed on this then what we would have to do is to specify the contents of this first stage. So I would like to ask you to think about this and we will resume at 14.30.","Before adjourning the meeting I would like to suggest something and I hope that this will help us move forward. I will submit two questions to you and I will express them as clearly as possible. Two questions which I would like to submit to you as clearly as possible and as frankly as possible. My first question, as Governor Doyle said, there are not only two possible solutions that can be envisaged, there are many such approaches. Let me take an example - no, it is not an example, a decision is required here. For the time being the Report proposes to the European Council to decide as soon as it is able to do this that a Treaty be drafted on economic and monetary union, just as the European Council of Milan in 1985 decided to amend the Treaty of Rome as to the modalities covering decisions and as to the objectives of the Treaty. I can assure you that had that decision not been reached we would not be moving so quickly in the direction of the implementation of the single European market, not to mention the other two objectives. Where this proposal will be in front of the Council it may be very possible for one or the other Head of Government to say I don't want a Treaty, that is why Governor Doyle says that there are many different approaches that can be envisaged. But, and this afternoon we want confirmation before we draft, as soon as the European Council has the proposal for it, we assume it will decide that a Treaty will have to be drafted. Then the Council will say six months were necessary to arrive at the Single European Act which is very complicated, here it is simpler and all we need is an intergovernmental conference which will prepare this Treaty, which will complement the Treaty of Rome. Those who want a Treaty fall into two parties, there are two schools of thought so to speak, there are those who say that once the Heads of Government have politically undertaken to bring about economic and monetary union, you don't need a first step which will be tantamount to a qualitative leap to be very frank, you can take the first step of Scenario A since you know that the governments have politically undertaken to bring about economic and monetary union. Then there is the other school of thought, people who are a little more suspicious in their minds, people who will say yes alright but right from the start one ought to have this qualitative leap to use Governor Ciampi's words. This first step, therefore, would imply legislative procedures, either after a statement issued by the European Council, each government would include in its national legislation what is necessary in order to make this first step possible. For instance, harmonisation of the statutes of central banks, plus, if we follow Governor de Larosière's suggestion, the setting-up of this Fund or the second’ solution, there is an intergovernmental agreement which is then submitted for ratification to parliament. But in either case the national parliaments will have a word to say. On the first hypothesis one would make a first step with domestic legislative changes, but this would really mean that you would have to go to your national parliaments twice, once for this first step, and secondly, you would have to get your parliament to ratify the Treaty. I will put the question as bluntly as I can and I am not going to say that you are going to sleep over this, but you are going to eat over this and while you are
eating you will think about this whole thing hopefully, so that after lunch we shall be able to come up with a decision. Do we propose a Treaty? Do we then identify a first stage which will satisfy everybody or not, bearing in mind what I have just said? The undertaking to finalise a Treaty with a deadline by when the Treaty will have to be ready and a deadline by when the European Council would have to approve this Treaty, this is what I did about 1992, I think this gives one serious guarantees, a priori at least as I see it now, but perhaps there are a few arguments which escape me. If we agreed on this then what we would have to do is to specify the contents of this first stage. So I would like to ask you to think about this and we will resume at 14.30."
5,1/10/1989,OK,,"T, P, B",453,The Chairman,Jaques Delors,20 - 163,20,163,143,2,1,,EN,"It seems to me, at least this is my personal opinion, that this morning's discussion was very fruitful and, as you wished, and if we are going to have an equally fruitful discussion on the second Section of the Report, amended to take into account the remarks made in the last meeting, we shall have erected the two basic pillars on which the Report will rest. At the end of this morning's session I had left you with a couple of remarks which were tantamount to questions.

The first question was: does the Committee feel that in order to move towards economic and monetary union a Treaty is necessary right from the start? This is what we said in this draft Report, but some have rightly complained that this is mentioned just in passing in the sentence while describing the two scenarios. Perhaps one ought to make this point with greater emphasis because I think that this will somewhat dampen down the difference in opinion between those who defend Scenario A and those who defend Scenario B. Now a Treaty, and I think that we would have to say this, that for each stage - one, two and three - there will be a deadline. We have done this for the EMS though not very successfully. Just indicate the various stages is what we did so that one can satisfy those who say that one cannot build this economic and monetary union under circumstances which run counter to the project. This I think is an important point which ought to be made in the Report and which might, perhaps, get the Heads of Government to understand what lies behind it all. If there is a Treaty then the credibility of this union will be put in different terms to what they would be if there were no Treaty. However, there would then remain a certain controversy. Some will say, since there is a Treaty and the Treaty is important I have concretely seen the impact of the Single Act which has imposed sufficient constraints on governments to make progress possible - institutional objectives, their definition or moving towards them. As an academic I would say that without the Single Act we would not have moved forward as quickly towards the implementation of the single market. If I may give an example, if the Governor of the Bank of Greece allows me to do this, one says sometimes there are great presidencies and there are smaller presidencies, one might say that the Greek presidency was perhaps not one of the greatest, but under the Greek presidency 30 decisions concerning the market were reached, 10% of all the decisions necessary to bring about the single market were made. This of course is the merit of Greece but also of the Single Act. Therefore, I do believe that the very existence of a Treaty changes the situation.

But after that there are still two points of view which remain and this is my second question. Treaty and the first phase and I think the first phase will have to coincide with 1st July 1990, liberalisation of capital movements between 8 countries and I think that many politicians are
of this opinion for reasons of consistency. This first phase, one can start implementing it before the Treaty is approved because no changes are required here. This is what is described in Scenario A, reinforced perhaps by some of the ideas to be found in Scenario B. President Pöhl has made a very important reference to the Decision of 1964. The Decision of 1964 can be taken as it stands or amended somewhat, but one member here said that if the European Council confirms the Decision of 1964, it will give more weight to it, it will make it more solemn and may even add something to it, and some of you this morning said the Committee of Governors would find their role is strengthened as far as the subjects which fall within their competence are concerned. They might submit recommendations and the Committee of Governors might be supplied with a Secretariat or some permanent sub-committees. This morning, although you don't all agree on the number of committees necessary, you have referred to banking supervision, exchange rate policy and monetary policy and this would complete the first stage which would not require any legislative changes at national level. There are the others who say alright even if there is a Treaty we believe that the necessary impulse requires a qualitative leap right from the start, which requires, as I said this morning, legislative change and going before national Parliaments twice. Those in favour of the second thesis will say, in any case you will have to go before the national Parliaments in order to change the statutes of central banks, why not at the same time get through measures which would make it possible to implement Scenario B as far as phase number 1 is concerned? Personally, I still think that Scenario A, if there is a Treaty, if the political decision of drafting a Treaty is made, Scenario A strengthened by some of the elements submitted by Governor de Larosière would mean that as of 1st July 1990 we would already have a great deal of credibility and this would enable the Committee of Governors to move forward much further, this is my own personal conviction. Could one reach a tentative agreement on this point? We could then devote the rest of this afternoon to a chapter-by-chapter examination of Section III, after which we can perhaps move on to the ECU, which I said earlier on has to be dealt with separately. I am sorry if I wasn't quite clear before lunch, perhaps you were also too hungry, but in order to help the discussion along I add that if we propose that there be a Treaty and if the political decision to draft a Treaty is reached and if this Treaty is produced
quickly, then the Scenario A, as enriched, will be enough to give us credibility, will give enough consistency to the Report and will result in the Report carrying enough conviction. I agree with you when you say that we don't want two scenarios in this, although having the two scenarios has produced this fruitful discussion which we would not otherwise have had. That is what I propose for the immediate future this afternoon before we move on to another exercise.","It seems to me, at least this is my personal opinion, that this morning's discussion was very fruitful and, as you wished, and if we are going to have an equally fruitful discussion on the second Section of the Report, amended to take into account the remarks made in the last meeting, we shall have erected the two basic pillars on which the Report will rest. At the end of this morning's session I had left you with a couple of remarks which were tantamount to questions.

The first question was: does the Committee feel that in order to move towards economic and monetary union a Treaty is necessary right from the start? This is what we said in this draft Report, but some have rightly complained that this is mentioned just in passing in the sentence while describing the two scenarios. Perhaps one ought to make this point with greater emphasis because I think that this will somewhat dampen down the difference in opinion between those who defend Scenario A and those who defend Scenario B. Now a Treaty, and I think that we would have to say this, that for each stage - one, two and three - there will be a deadline. We have done this for the EMS though not very successfully. Just indicate the various stages is what we did so that one can satisfy those who say that one cannot build this economic and monetary union under circumstances which run counter to the project. This I think is an important point which ought to be made in the Report and which might, perhaps, get the Heads of Government to understand what lies behind it all. If there is a Treaty then the credibility of this union will be put in different terms to what they would be if there were no Treaty. However, there would then remain a certain controversy. Some will say, since there is a Treaty and the Treaty is important I have concretely seen the impact of the Single Act which has imposed sufficient constraints on governments to make progress possible - institutional objectives, their definition or moving towards them. As an academic I would say that without the Single Act we would not have moved forward as quickly towards the implementation of the single market. If I may give an example, if the Governor of the Bank of Greece allows me to do this, one says sometimes there are great presidencies and there are smaller presidencies, one might say that the Greek presidency was perhaps not one of the greatest, but under the Greek presidency 30 decisions concerning the market were reached, 10% of all the decisions necessary to bring about the single market were made. This of course is the merit of Greece but also of the Single Act. Therefore, I do believe that the very existence of a Treaty changes the situation.

But after that there are still two points of view which remain and this is my second question. Treaty and the first phase and I think the first phase will have to coincide with 1st July 1990, liberalisation of capital movements between 8 countries and I think that many politicians are
of this opinion for reasons of consistency. This first phase, one can start implementing it before the Treaty is approved because no changes are required here. This is what is described in Scenario A, reinforced perhaps by some of the ideas to be found in Scenario B. President Pöhl has made a very important reference to the Decision of 1964. The Decision of 1964 can be taken as it stands or amended somewhat, but one member here said that if the European Council confirms the Decision of 1964, it will give more weight to it, it will make it more solemn and may even add something to it, and some of you this morning said the Committee of Governors would find their role is strengthened as far as the subjects which fall within their competence are concerned. They might submit recommendations and the Committee of Governors might be supplied with a Secretariat or some permanent sub-committees. This morning, although you don't all agree on the number of committees necessary, you have referred to banking supervision, exchange rate policy and monetary policy and this would complete the first stage which would not require any legislative changes at national level. There are the others who say alright even if there is a Treaty we believe that the necessary impulse requires a qualitative leap right from the start, which requires, as I said this morning, legislative change and going before national Parliaments twice. Those in favour of the second thesis will say, in any case you will have to go before the national Parliaments in order to change the statutes of central banks, why not at the same time get through measures which would make it possible to implement Scenario B as far as phase number 1 is concerned? Personally, I still think that Scenario A, if there is a Treaty, if the political decision of drafting a Treaty is made, Scenario A strengthened by some of the elements submitted by Governor de Larosière would mean that as of 1st July 1990 we would already have a great deal of credibility and this would enable the Committee of Governors to move forward much further, this is my own personal conviction. Could one reach a tentative agreement on this point? We could then devote the rest of this afternoon to a chapter-by-chapter examination of Section III, after which we can perhaps move on to the ECU, which I said earlier on has to be dealt with separately. I am sorry if I wasn't quite clear before lunch, perhaps you were also too hungry, but in order to help the discussion along I add that if we propose that there be a Treaty and if the political decision to draft a Treaty is reached and if this Treaty is produced
quickly, then the Scenario A, as enriched, will be enough to give us credibility, will give enough consistency to the Report and will result in the Report carrying enough conviction. I agree with you when you say that we don't want two scenarios in this, although having the two scenarios has produced this fruitful discussion which we would not otherwise have had. That is what I propose for the immediate future this afternoon before we move on to another exercise."
5,1/10/1989,OK,,"T, P, B",454,M. P. Jaans,Pierre Jaans,163 - 204,163,204,41,,,,EN,"May I jump first to the smallest and the least important, regarding the question Treaty or not. I think the European Council has not given a mandate to improve co-operation in the monetary field, it has given the mandate to show the way to an economic and monetary union and I think also there is a consensus around the table that this entails a change in the Treaty, definitely. Therefore I think that one should be quite clear in the Report about the fact that the ambition of an economic and monetary union entails a change in the Treaty. To set a credible background to any step that might be the first step, the decision to change the Treaty should be at the very beginning of this process. It is not enough to say the Treaty has to be changed, indications have to be given what should be in the new Treaty. Therefore Chapter II, which we discussed last time, should be referred to as the main contents of that work towards the Treaty. The first phase, whether that phase is meaningful without institutional changes or with institutional changes, given also the time constraint, I think one could indicate that the first phase could move along two lines, could do without and has to do without the change in the Treaty and could therefore be confined to two elements: a reform of the 1964 Directive creating the Committee of Governors, even if most of the language is there but I think that politically it would be a useful act to update that, and the second element, and in my view a very important one, would be a reform also of the 1974 Convergence Directive taking account of the experience, or rather the poor experience, which has been gained with the 1974 Directive. So that in the first phase, or preparation for the first phase, one could have a review of the 1964 and 1974 Directives, prefigurating optimally so to say what would then be embodied in the Treaty. That is my point of view on that question.","May I jump first to the smallest and the least important, regarding the question Treaty or not. I think the European Council has not given a mandate to improve co-operation in the monetary field, it has given the mandate to show the way to an economic and monetary union and I think also there is a consensus around the table that this entails a change in the Treaty, definitely. Therefore I think that one should be quite clear in the Report about the fact that the ambition of an economic and monetary union entails a change in the Treaty. To set a credible background to any step that might be the first step, the decision to change the Treaty should be at the very beginning of this process. It is not enough to say the Treaty has to be changed, indications have to be given what should be in the new Treaty. Therefore Chapter II, which we discussed last time, should be referred to as the main contents of that work towards the Treaty. The first phase, whether that phase is meaningful without institutional changes or with institutional changes, given also the time constraint, I think one could indicate that the first phase could move along two lines, could do without and has to do without the change in the Treaty and could therefore be confined to two elements: a reform of the 1964 Directive creating the Committee of Governors, even if most of the language is there but I think that politically it would be a useful act to update that, and the second element, and in my view a very important one, would be a reform also of the 1974 Convergence Directive taking account of the experience, or rather the poor experience, which has been gained with the 1974 Directive. So that in the first phase, or preparation for the first phase, one could have a review of the 1964 and 1974 Directives, prefigurating optimally so to say what would then be embodied in the Treaty. That is my point of view on that question."
5,1/10/1989,missing,transcription,"P, B",455,,Frans Andriessen,205 - 270 ,205,270,32.5,,,time inferred,,,
5,1/10/1989,missing,transcription,"P, B",456,,Miguel Boyer,205 - 270 ,205,270,32.5,,,time inferred,,,
5,1/10/1989,OK,,"T, P, B",457,Dr. W.F. Duisenberg,Wim Duisenberg,271 - 296,271,296,25,,,,EN,"Mr. Chairman, perhaps at our last session in April we should conclude our deliberations by agreeing on a draft communiqué for the European Council, which would say: we the European Council have decided to work towards economic and monetary union as fast as possible, we have understood from the Report we have received from our special Committee that this requires a change in the Treaty. We have decided to set the change in the Treaty in motion immediately. In the meantime we are convinced that we need, in order to prepare for that stage, a maximum of convergence of our economic performance and therefore intensification of the co-ordination of our fiscal and monetary policies. We are committed to doing so and we request the central banks of the Community also to take the maximum steps
within the institutional framework, pending the change of the Treaty, to promote this further convergence. That may entail setting up committees on exchange rate and monetary policy, harmonisation of the supervisory rules through a committee. My answer would be to let the Heads of State agree on a change in the Treaty and do it immediately.
","Mr. Chairman, perhaps at our last session in April we should conclude our deliberations by agreeing on a draft communiqué for the European Council, which would say: we the European Council have decided to work towards economic and monetary union as fast as possible, we have understood from the Report we have received from our special Committee that this requires a change in the Treaty. We have decided to set the change in the Treaty in motion immediately. In the meantime we are convinced that we need, in order to prepare for that stage, a maximum of convergence of our economic performance and therefore intensification of the co-ordination of our fiscal and monetary policies. We are committed to doing so and we request the central banks of the Community also to take the maximum steps
within the institutional framework, pending the change of the Treaty, to promote this further convergence. That may entail setting up committees on exchange rate and monetary policy, harmonisation of the supervisory rules through a committee. My answer would be to let the Heads of State agree on a change in the Treaty and do it immediately.
"
